Project Name,Package Name,Type Name,Code Smell
bulletJournal,com.bulletjournal.templates.controller.model,UpdateSelectionParams,Unutilized Abstraction
bulletJournal,com.bulletjournal.templates.controller.model,UpdateCategoryParams,Unutilized Abstraction
bulletJournal,com.bulletjournal.templates.controller.model,UpdateSelectionMetadataKeywordsParams,Unutilized Abstraction
bulletJournal,com.bulletjournal.templates.controller.model,Category,Insufficient Modularization
bulletJournal,com.bulletjournal.templates.controller.model,SubscribedCategory,Unutilized Abstraction
bulletJournal,com.bulletjournal.templates.controller.model,Steps,Unutilized Abstraction
bulletJournal,com.bulletjournal.templates.controller.model,UpdateSelectionIntroductionParams,Unutilized Abstraction
bulletJournal,com.bulletjournal.templates.controller.model,ChoiceMetadata,Unutilized Abstraction
bulletJournal,com.bulletjournal.templates.controller.model,StockTickerDetails,Insufficient Modularization
bulletJournal,com.bulletjournal.templates.controller.model,CreateSelectionIntroductionParams,Unutilized Abstraction
bulletJournal,com.bulletjournal.templates.controller.model,SampleTaskRuleView,Unutilized Abstraction
bulletJournal,com.bulletjournal.templates.controller.model,SampleTaskRuleView,Broken Hierarchy
bulletJournal,com.bulletjournal.templates.controller.model,CreateCategoryParams,Unutilized Abstraction
bulletJournal,com.bulletjournal.templates.controller.model,UpdateChoiceMetadataKeywordsParams,Unutilized Abstraction
bulletJournal,com.bulletjournal.templates.controller.model,SampleTask,Insufficient Modularization
bulletJournal,com.bulletjournal.templates.controller.model,Rule,Unutilized Abstraction
bulletJournal,com.bulletjournal.authz,AuthorizationService,Deficient Encapsulation
bulletJournal,com.bulletjournal.authz,AuthorizationService,Cyclic-Dependent Modularization
bulletJournal,com.bulletjournal.es.repository,SearchIndexDaoJpa,Deficient Encapsulation
bulletJournal,com.bulletjournal.es.repository,SearchIndexDaoJpa,Cyclic-Dependent Modularization
bulletJournal,com.bulletjournal.messaging,MessagingService,Deficient Encapsulation
bulletJournal,com.bulletjournal.messaging,MessagingService,Cyclic-Dependent Modularization
bulletJournal,com.bulletjournal.messaging.mailjet,MailjetEmailClient,Cyclic-Dependent Modularization
bulletJournal,com.bulletjournal.messaging.mailjet,MailjetEmailParams,Cyclic-Dependent Modularization
