Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT
bulletJournal,com.bulletjournal.clients,UserClientTests,0,0,1,1,24,1,0,0,-1.0,0,6
bulletJournal,com.bulletjournal.clients,MockUserAliasDaoJpa,0,0,1,1,5,1,0,0,-1.0,1,1
bulletJournal,com.bulletjournal.clients,ESClient,2,0,2,1,11,2,0,0,0.0,0,1
bulletJournal,com.bulletjournal.clients,DaemonServiceClient,11,0,7,5,92,14,0,0,0.0,2,3
bulletJournal,com.bulletjournal.clients,PickAvatarParams,2,0,6,6,22,6,0,0,0.3333333333333333,0,0
bulletJournal,com.bulletjournal.clients,GoogleMapsClient,2,0,3,3,27,6,0,0,0.0,0,1
bulletJournal,com.bulletjournal.clients,CreateTopicParams,3,0,8,8,30,8,0,0,0.25,0,0
bulletJournal,com.bulletjournal.clients,GoogleCalClient,6,0,4,3,39,7,0,0,0.0,2,3
bulletJournal,com.bulletjournal.clients,UserClient,14,3,13,7,163,23,0,0,0.0,54,7
bulletJournal,com.bulletjournal.clients,AWSS3Client,3,0,3,2,38,6,0,0,0.0,1,2
bulletJournal,com.bulletjournal.repository.utils,DaoHelperTest,0,0,3,3,33,3,0,0,-1.0,0,6
bulletJournal,com.bulletjournal.repository.utils,ProjectStub,0,0,1,1,5,1,0,0,-1.0,1,0
bulletJournal,com.bulletjournal.repository.utils,RecurrenceRuleTest,0,0,1,1,15,2,0,0,-1.0,0,0
bulletJournal,com.bulletjournal.repository.utils,GoogleCalendarDataStore,1,0,7,6,51,8,0,0,0.0,0,2
bulletJournal,com.bulletjournal.repository.utils,StringArrayType,1,1,4,3,15,4,0,0,1.0,1,2
bulletJournal,com.bulletjournal.repository.utils,LongArrayType,1,1,4,3,15,4,0,0,1.0,1,2
bulletJournal,com.bulletjournal.repository.utils,StringArrayTypeDescriptor,1,1,2,1,9,2,0,0,1.0,2,1
bulletJournal,com.bulletjournal.repository.utils,LongArrayTypeDescriptor,1,1,2,1,9,2,0,0,1.0,2,1
bulletJournal,com.bulletjournal.repository.utils,GoogleCalendarDataStoreFactory,1,0,2,1,9,2,0,0,0.0,0,1
bulletJournal,com.bulletjournal.repository.utils,DaoHelper,1,0,9,7,195,22,0,0,0.3333333333333333,11,5
bulletJournal,com.bulletjournal.hierarchy,HierarchyProcessorProcessorTest,0,0,4,3,145,7,0,0,-1.0,2,5
bulletJournal,com.bulletjournal.hierarchy,TaskRelationsProcessor,3,0,4,2,27,6,0,0,0.75,1,3
bulletJournal,com.bulletjournal.hierarchy,HierarchyItem,3,1,6,6,22,6,0,0,0.5,6,0
bulletJournal,com.bulletjournal.hierarchy,NoteRelationsProcessor,3,0,4,2,27,6,0,0,0.75,1,3
bulletJournal,com.bulletjournal.hierarchy,HierarchyProcessor,1,1,3,1,33,8,0,0,0.0,7,2
bulletJournal,com.bulletjournal.hierarchy,CategoryRelationsProcessor,3,0,4,2,27,6,0,0,0.75,2,3
bulletJournal,com.bulletjournal.hierarchy,ProjectRelationsProcessor,2,0,4,3,42,9,0,0,0.5,2,3
bulletJournal,com.bulletjournal.util,DeltaContentTest,0,0,1,1,8,1,0,0,-1.0,0,1
bulletJournal,com.bulletjournal.util,ContentDiffToolTest,1,0,1,1,24,1,0,0,0.0,0,1
bulletJournal,com.bulletjournal.util,DeltaConverterTest,1,0,2,2,18,2,0,0,1.0,0,2
bulletJournal,com.bulletjournal.util,MapWithExpiration,5,0,5,3,55,11,0,0,0.0,1,1
bulletJournal,com.bulletjournal.util,Value,2,0,1,0,8,1,0,0,0.0,1,0
bulletJournal,com.bulletjournal.util,StringUtil,1,1,1,1,9,2,0,0,0.0,8,0
bulletJournal,com.bulletjournal.util,BuJoRecurrenceRule,9,0,12,8,68,17,0,0,0.0,2,0
bulletJournal,com.bulletjournal.util,CustomThreadFactory,4,0,2,2,17,4,0,0,0.0,0,0
bulletJournal,com.bulletjournal.util,EmojiRuleProvider,4,1,0,0,31,0,0,0,-1.0,3,0
bulletJournal,com.bulletjournal.util,BookingUtil,3,0,6,5,113,19,0,0,0.5,4,4
bulletJournal,com.bulletjournal.util,DeltaContent,9,3,14,12,119,28,0,0,0.21428571428571427,5,1
bulletJournal,com.bulletjournal.util,DeltaConverter,1,0,2,1,27,3,0,0,0.0,2,2
bulletJournal,com.bulletjournal.util,WebToMobile,0,0,1,0,9,1,0,0,-1.0,0,1
bulletJournal,com.bulletjournal.util,EmojiConverter,0,0,1,1,15,2,0,0,-1.0,2,1
bulletJournal,com.bulletjournal.util,ContentDiffTool,2,0,3,2,22,5,0,0,0.6666666666666666,2,0
bulletJournal,com.bulletjournal.util,MathUtil,1,0,2,2,15,3,0,0,1.0,3,0
bulletJournal,com.bulletjournal.redis.models,EtagTypeTest,0,0,1,1,7,1,0,0,-1.0,0,0
bulletJournal,com.bulletjournal.redis.models,UserAliases,2,0,6,6,22,6,0,0,0.3333333333333333,0,0
bulletJournal,com.bulletjournal.redis.models,Etag,2,0,15,15,61,21,0,0,0.13333333333333333,1,0
bulletJournal,com.bulletjournal.redis.models,BankAccountBalance,2,0,6,6,22,6,0,0,0.3333333333333333,0,0
bulletJournal,com.bulletjournal.redis.models,ShareItemIds,4,0,13,13,49,15,0,0,0.15384615384615385,2,1
bulletJournal,com.bulletjournal.redis.models,LockedUser,3,0,11,11,41,13,0,0,0.2727272727272727,1,1
bulletJournal,com.bulletjournal.redis.models,LockedIP,3,0,10,10,38,12,0,0,0.2,1,1
bulletJournal,com.bulletjournal.redis.models,FirstTimeUser,1,0,4,4,14,4,0,0,0.5,0,0
bulletJournal,com.bulletjournal.redis.models,JoinGroupNotification,2,0,6,6,22,6,0,0,0.3333333333333333,1,0
bulletJournal,com.bulletjournal.controller,TaskControllerTest,10,0,12,3,187,15,0,0,0.16666666666666666,0,13
bulletJournal,com.bulletjournal.controller,ProjectItemControllerTest,10,0,23,4,336,28,0,0,0.13043478260869565,0,15
bulletJournal,com.bulletjournal.controller,BankAccountControllerTest,6,0,6,3,56,6,0,0,0.0,0,5
bulletJournal,com.bulletjournal.controller,GoogleCalendarControllerTest,1,0,1,1,14,1,0,0,0.0,0,0
bulletJournal,com.bulletjournal.controller,ProjectControllerTest,8,0,45,2,749,56,0,0,0.0,0,30
bulletJournal,com.bulletjournal.controller,UserControllerTest,6,0,3,3,33,3,0,0,0.6666666666666666,0,5
bulletJournal,com.bulletjournal.controller,TransactionControllerTest,6,0,10,2,207,15,0,0,0.0,0,11
bulletJournal,com.bulletjournal.controller,BookingLinkControllerTest,9,0,16,2,204,18,0,0,0.0,0,12
bulletJournal,com.bulletjournal.controller,DeviceControllerTest,13,0,7,6,100,7,0,0,0.42857142857142855,0,11
bulletJournal,com.bulletjournal.controller,SystemControllerTest,7,0,10,3,143,14,0,0,0.2,0,5
bulletJournal,com.bulletjournal.controller,QueryControllerTest,6,0,11,2,91,11,0,0,0.0,0,8
bulletJournal,com.bulletjournal.controller,RateFilterTest,9,0,5,3,45,6,0,0,0.0,0,6
bulletJournal,com.bulletjournal.controller,AdminController,14,9,11,9,95,16,0,0,0.18181818181818182,0,8
bulletJournal,com.bulletjournal.controller,DeviceController,6,0,1,1,25,3,0,0,0.0,1,4
bulletJournal,com.bulletjournal.controller,NoteController,29,0,27,24,267,35,0,0,0.0,4,17
bulletJournal,com.bulletjournal.controller,ProjectItemController,10,1,5,3,66,8,0,0,0.0,1,13
bulletJournal,com.bulletjournal.controller,QueryController,14,0,8,1,218,32,0,0,0.0,1,10
bulletJournal,com.bulletjournal.controller,NotificationController,13,0,7,5,91,13,0,0,0.0,2,21
bulletJournal,com.bulletjournal.controller,TaskController,36,2,38,32,385,55,0,0,0.0,8,22
bulletJournal,com.bulletjournal.controller,SystemController,25,3,11,6,271,40,0,0,0.18181818181818182,2,20
bulletJournal,com.bulletjournal.controller,ProjectController,13,0,10,10,108,14,0,0,0.0,3,10
bulletJournal,com.bulletjournal.controller,BankAccountController,8,0,6,6,41,6,0,0,0.0,1,10
bulletJournal,com.bulletjournal.controller,FileController,5,0,2,2,27,5,0,0,0.0,0,4
bulletJournal,com.bulletjournal.controller,GoogleCalendarController,12,2,18,12,204,32,0,0,0.1111111111111111,1,8
bulletJournal,com.bulletjournal.controller,TransactionController,29,0,25,22,292,40,0,0,0.08,6,23
bulletJournal,com.bulletjournal.controller,BookingLinksController,18,11,14,14,99,16,0,0,0.0,1,7
bulletJournal,com.bulletjournal.controller,PaymentController,5,0,2,2,40,6,0,0,1.0,0,5
bulletJournal,com.bulletjournal.controller,GroupController,14,1,14,12,148,26,0,0,0.0,3,12
bulletJournal,com.bulletjournal.controller,UserController,17,5,12,9,115,15,0,0,0.25,2,10
bulletJournal,com.bulletjournal.controller,LabelController,8,0,7,7,54,9,0,0,0.0,3,9
bulletJournal,com.bulletjournal.controller.utils,ProjectItemsGrouperTest,1,0,6,6,147,9,0,0,0.8333333333333334,0,9
bulletJournal,com.bulletjournal.controller.utils,ProjectStub,0,0,1,1,5,1,0,0,-1.0,1,0
bulletJournal,com.bulletjournal.controller.utils,TestHelpers,2,0,11,11,96,15,0,0,0.8181818181818182,16,12
bulletJournal,com.bulletjournal.controller.utils,ZonedDateTimeHelperTest,0,0,8,8,108,8,0,0,-1.0,0,1
bulletJournal,com.bulletjournal.controller.utils,FileUtil,0,0,2,2,16,3,0,0,-1.0,1,1
bulletJournal,com.bulletjournal.controller.utils,ZonedDateTimeHelper,10,8,32,27,262,42,0,0,0.40625,29,1
bulletJournal,com.bulletjournal.controller.utils,EtagGenerator,0,0,4,3,83,13,0,0,-1.0,14,1
bulletJournal,com.bulletjournal.controller.utils,ProjectItemsGrouper,5,5,7,7,140,17,0,0,1.0,6,2
bulletJournal,com.bulletjournal.controller.models,RequestParams,2,0,5,5,20,5,0,0,0.0,5,0
bulletJournal,com.bulletjournal.controller.models,TaskViewTest,0,0,16,16,72,16,0,0,-1.0,0,1
bulletJournal,com.bulletjournal.controller.models,TaskStubNullDueDate,0,0,1,1,5,1,0,4,-1.0,0,0
bulletJournal,com.bulletjournal.controller.models,TaskStubNullDueTime,0,0,1,1,5,1,1,3,-1.0,0,0
bulletJournal,com.bulletjournal.controller.models,TaskStubNullDuration,0,0,1,1,5,1,0,3,-1.0,0,0
bulletJournal,com.bulletjournal.controller.models,TaskStub,0,0,8,8,26,8,2,2,-1.0,0,0
bulletJournal,com.bulletjournal.controller.models,TransactionViewTest,0,0,8,8,32,8,0,0,-1.0,0,1
bulletJournal,com.bulletjournal.controller.models,TransactionStub,0,0,7,7,23,7,0,2,-1.0,0,0
bulletJournal,com.bulletjournal.controller.models,ProjectItems,5,0,11,11,52,11,0,0,0.5454545454545454,4,2
bulletJournal,com.bulletjournal.controller.models,ConfirmPaymentIntent,1,0,2,2,9,2,0,0,0.0,1,0
bulletJournal,com.bulletjournal.controller.models,LoginStatus,2,0,6,6,22,6,0,0,0.3333333333333333,0,0
bulletJournal,com.bulletjournal.controller.models,ReminderSetting,3,0,14,14,51,16,0,0,0.14285714285714285,12,1
bulletJournal,com.bulletjournal.controller.models,Activity,5,0,10,10,37,10,0,0,0.5,1,1
bulletJournal,com.bulletjournal.controller.models,BookingSlot,8,0,18,18,67,20,0,0,0.3888888888888889,5,2
bulletJournal,com.bulletjournal.controller.models,LockedUsersAndIPs,2,0,5,5,18,5,0,0,0.6,1,0
bulletJournal,com.bulletjournal.controller.models,Label,3,0,11,11,42,13,0,0,0.18181818181818182,5,1
bulletJournal,com.bulletjournal.controller.models,Myself,8,0,21,21,82,22,0,1,0.09523809523809523,0,1
bulletJournal,com.bulletjournal.controller.models,Group,6,0,18,18,86,25,0,0,0.16666666666666666,13,3
bulletJournal,com.bulletjournal.controller.models,UserTaskStatistic,3,0,11,11,39,11,0,0,0.18181818181818182,0,1
bulletJournal,com.bulletjournal.controller.models,Booking,12,0,24,24,94,24,0,0,0.125,5,1
bulletJournal,com.bulletjournal.controller.models,ProjectItemSharables,2,0,4,4,16,4,0,0,0.5,3,0
bulletJournal,com.bulletjournal.controller.models,ProjectDetails,1,0,4,4,14,4,0,1,0.75,1,2
bulletJournal,com.bulletjournal.controller.models,PublicProjectItem,4,0,10,10,38,10,0,0,0.2,1,1
bulletJournal,com.bulletjournal.controller.models,Invitee,4,0,8,8,30,8,0,0,0.5,2,0
bulletJournal,com.bulletjournal.controller.models,Notification,8,0,20,20,77,22,0,0,0.1,3,2
bulletJournal,com.bulletjournal.controller.models,ProjectItem,11,0,31,31,158,43,3,0,0.12903225806451613,11,8
bulletJournal,com.bulletjournal.controller.models,Revision,5,0,14,14,53,14,0,0,0.2857142857142857,5,3
bulletJournal,com.bulletjournal.controller.models,TaskStatistics,3,0,8,8,30,8,0,0,0.25,1,0
bulletJournal,com.bulletjournal.controller.models,User,6,0,19,19,72,21,2,0,0.10526315789473684,34,1
bulletJournal,com.bulletjournal.controller.models,SearchResult,4,0,9,9,32,9,0,0,0.5555555555555556,2,0
bulletJournal,com.bulletjournal.controller.models,UserGroup,1,0,7,7,30,10,0,1,0.2857142857142857,3,1
bulletJournal,com.bulletjournal.controller.models,BankAccount,7,0,20,20,87,25,0,0,0.15,6,3
bulletJournal,com.bulletjournal.controller.models,Projects,3,0,7,7,28,7,0,0,0.2857142857142857,3,4
bulletJournal,com.bulletjournal.controller.models,Note,2,0,10,10,40,13,0,1,0.3,9,3
bulletJournal,com.bulletjournal.controller.models,SlotEvent,2,0,5,5,20,5,0,0,0.0,0,0
bulletJournal,com.bulletjournal.controller.models,UserPointActivity,6,0,15,15,61,17,0,0,0.0,1,1
bulletJournal,com.bulletjournal.controller.models,ProjectsWithOwner,2,0,11,11,47,13,0,0,0.18181818181818182,3,4
bulletJournal,com.bulletjournal.controller.models,RecurringSpan,2,0,6,6,22,6,0,0,0.3333333333333333,1,0
bulletJournal,com.bulletjournal.controller.models,Task,13,0,34,34,165,42,2,1,0.08823529411764706,19,5
bulletJournal,com.bulletjournal.controller.models,BookingLink,18,0,38,38,148,38,0,0,0.10526315789473684,7,2
bulletJournal,com.bulletjournal.controller.models,Project,8,0,27,27,118,30,1,0,0.1111111111111111,30,4
bulletJournal,com.bulletjournal.controller.models,GroupsWithOwner,2,0,10,10,40,12,0,0,0.2,2,4
bulletJournal,com.bulletjournal.controller.models,SampleTask,0,0,3,3,10,3,0,2,-1.0,4,3
bulletJournal,com.bulletjournal.controller.models,Error,1,0,2,2,9,2,0,0,0.0,0,0
bulletJournal,com.bulletjournal.controller.models,SystemUpdates,8,0,16,16,58,16,0,0,0.5,0,0
bulletJournal,com.bulletjournal.controller.models,ProjectSetting,4,0,10,10,38,10,0,0,0.2,3,0
bulletJournal,com.bulletjournal.controller.models,SearchResultItem,6,0,15,15,60,17,0,0,0.4666666666666667,1,0
bulletJournal,com.bulletjournal.controller.models,SharableLink,3,1,8,8,30,8,0,0,0.25,1,0
bulletJournal,com.bulletjournal.controller.models,ProjectItemActivity,7,0,14,13,71,17,0,0,0.0,0,1
bulletJournal,com.bulletjournal.controller.models,Content,12,0,26,25,120,30,0,0,0.11538461538461539,11,5
bulletJournal,com.bulletjournal.controller.models,Transaction,10,0,34,32,185,47,1,1,0.08823529411764706,11,5
bulletJournal,com.bulletjournal.templates,WorkflowControllerTest,4,0,14,5,189,16,0,0,0.0,0,9
bulletJournal,com.bulletjournal.templates,CategoryControllerTest,17,0,12,3,156,21,0,0,0.25,0,8
bulletJournal,com.bulletjournal.templates.workflow.models,RuleExpressionTest,0,0,1,1,13,1,0,0,-1.0,0,1
bulletJournal,com.bulletjournal.templates.workflow.models,SelectionCombo,1,0,5,5,21,5,0,0,0.0,1,1
bulletJournal,com.bulletjournal.templates.workflow.models,RuleExpression,6,0,19,16,112,33,0,0,0.42105263157894735,2,0
bulletJournal,com.bulletjournal.templates.workflow.models,Criteria,2,0,5,5,20,5,0,0,0.0,0,0
bulletJournal,com.bulletjournal.templates.workflow.models,FlowStep,3,0,8,8,31,8,1,2,0.0,0,3
bulletJournal,com.bulletjournal.templates.workflow.models,CategoryStep,1,0,2,2,10,2,0,3,0.0,0,1
bulletJournal,com.bulletjournal.templates.workflow.models,Step,0,0,4,0,9,4,1,1,-1.0,0,1
bulletJournal,com.bulletjournal.templates.workflow.models,AdminStep,0,0,3,0,8,3,1,0,-1.0,0,1
bulletJournal,com.bulletjournal.templates.resourcefinder,LeetCodeAnalyzer,11,0,12,5,321,49,0,0,0.0,0,9
bulletJournal,com.bulletjournal.notifications,MockSearchIndexDaoJpa,0,0,0,0,2,0,0,0,-1.0,1,0
bulletJournal,com.bulletjournal.notifications,MockRedisEtagDaoJpa,1,0,1,1,12,1,0,0,0.0,1,0
bulletJournal,com.bulletjournal.notifications,NotificationServiceTest,0,0,1,1,30,4,0,0,-1.0,0,5
bulletJournal,com.bulletjournal.notifications,MockedAuditableDaoJpa,1,0,1,1,6,1,0,0,0.0,1,0
bulletJournal,com.bulletjournal.notifications,RemoveElasticsearchDocumentEvent,1,0,3,3,12,3,0,0,0.0,1,0
bulletJournal,com.bulletjournal.notifications,EtagEvent,2,0,6,6,22,6,0,0,0.3333333333333333,4,0
bulletJournal,com.bulletjournal.notifications,ProjectItemAuditable,9,2,18,18,71,18,0,0,0.0,1,1
bulletJournal,com.bulletjournal.notifications,ImportSampleTasksEvent,4,0,9,9,36,9,0,0,0.0,1,1
bulletJournal,com.bulletjournal.notifications,Auditable,6,0,14,14,55,14,0,0,0.0,1,0
bulletJournal,com.bulletjournal.notifications,Remindable,1,0,3,3,12,3,0,0,0.0,1,1
bulletJournal,com.bulletjournal.notifications,Event,4,0,10,10,38,10,0,0,0.2,31,0
bulletJournal,com.bulletjournal.notifications,ContentBatch,3,0,7,7,28,7,0,0,0.0,2,0
bulletJournal,com.bulletjournal.notifications,NotificationService,18,0,15,15,306,55,0,0,0.0,20,16
bulletJournal,com.bulletjournal.notifications,SampleProjectsCreation,2,0,5,5,20,5,0,0,0.0,2,1
bulletJournal,com.bulletjournal.notifications,SampleTaskChange,1,0,5,5,17,5,0,0,0.4,1,0
bulletJournal,com.bulletjournal.notifications,SaveCompleteTasksEvent,1,0,3,3,12,3,0,0,0.0,1,0
bulletJournal,com.bulletjournal.notifications.informed,MockedNotificationDaoJpa,1,0,2,2,16,3,0,0,0.0,1,0
bulletJournal,com.bulletjournal.notifications.informed,CreateProjectEvent,0,0,5,4,17,5,0,1,-1.0,0,1
bulletJournal,com.bulletjournal.notifications.informed,ShareProjectItemEvent,1,0,4,3,16,4,0,1,0.0,1,1
bulletJournal,com.bulletjournal.notifications.informed,RemoveTransactionEvent,0,0,5,4,17,5,0,1,-1.0,0,1
bulletJournal,com.bulletjournal.notifications.informed,RequestProjectItemWriteAccessEvent,1,0,5,4,19,5,0,1,0.4,1,1
bulletJournal,com.bulletjournal.notifications.informed,RemoveUserFromGroupEvent,0,0,5,4,17,5,0,1,-1.0,0,1
bulletJournal,com.bulletjournal.notifications.informed,RemoveNoteEvent,0,0,5,4,17,5,0,1,-1.0,0,1
bulletJournal,com.bulletjournal.notifications.informed,SetLabelEvent,1,0,4,3,16,4,0,1,0.0,0,1
bulletJournal,com.bulletjournal.notifications.informed,Informed,4,0,13,10,55,14,24,0,0.46153846153846156,6,2
bulletJournal,com.bulletjournal.notifications.informed,RequestProjectItemWriteAccessResponseEvent,3,0,4,3,20,4,0,1,0.0,0,1
bulletJournal,com.bulletjournal.notifications.informed,JoinProjectEvent,0,0,5,4,17,5,0,1,-1.0,0,1
bulletJournal,com.bulletjournal.notifications.informed,RevokeSharableEvent,1,0,4,3,16,4,0,1,0.5,0,1
bulletJournal,com.bulletjournal.notifications.informed,SetTaskStatusEvent,0,0,5,4,17,5,0,1,-1.0,0,1
bulletJournal,com.bulletjournal.notifications.informed,DisableGroupShareEvent,0,0,5,4,17,5,0,1,-1.0,0,1
bulletJournal,com.bulletjournal.notifications.informed,UpdateTaskAssigneeEvent,1,0,4,3,19,5,0,1,0.5,0,1
bulletJournal,com.bulletjournal.notifications.informed,ShareGroupEvent,0,0,5,4,17,5,0,1,-1.0,0,1
bulletJournal,com.bulletjournal.notifications.informed,RemoveTaskEvent,0,0,5,4,17,5,0,1,-1.0,0,1
bulletJournal,com.bulletjournal.notifications.informed,RemoveFromProjectEvent,0,0,5,4,17,5,0,1,-1.0,0,1
bulletJournal,com.bulletjournal.notifications.informed,JoinGroupEvent,0,0,6,5,20,6,0,1,-1.0,0,1
bulletJournal,com.bulletjournal.notifications.informed,JoinGroupResponseEvent,1,0,5,4,20,5,0,1,0.6,1,1
bulletJournal,com.bulletjournal.notifications.informed,NewAdminSampleTaskEvent,0,0,4,3,14,4,0,1,-1.0,0,1
bulletJournal,com.bulletjournal.notifications.informed,UpdateTransactionPayerEvent,1,0,4,3,22,6,0,1,0.5,0,1
bulletJournal,com.bulletjournal.notifications.informed,DeleteGroupEvent,0,0,4,3,14,4,0,1,-1.0,0,1
bulletJournal,com.bulletjournal.notifications.informed,RemoveProjectEvent,0,0,5,4,17,5,0,1,-1.0,0,1
bulletJournal,com.bulletjournal.notifications.informed,InviteToJoinGroupEvent,1,0,4,3,16,4,0,1,0.75,0,1
bulletJournal,com.bulletjournal.notifications.informed,NewSampleTaskEvent,1,0,5,4,22,6,0,1,0.8,0,1
bulletJournal,com.bulletjournal.filters,MDCFilter,4,0,4,2,52,7,0,0,0.5,0,3
bulletJournal,com.bulletjournal.filters,RateFilter,1,0,2,2,24,5,0,0,1.0,0,2
bulletJournal,com.bulletjournal.filters,AuthFilter,5,0,2,2,65,12,0,0,0.0,2,7
bulletJournal,com.bulletjournal.filters.rate.limiting,TokenBucket,9,0,8,3,66,15,0,0,0.375,4,6
bulletJournal,com.bulletjournal.repository,TransactionRepositoryCustom,0,0,2,0,4,2,2,0,-1.0,0,0
bulletJournal,com.bulletjournal.repository,BankAccountTransactionRepository,0,0,1,0,3,1,0,0,-1.0,2,1
bulletJournal,com.bulletjournal.repository,DeviceTokenRepository,0,0,3,0,5,3,0,0,-1.0,2,0
bulletJournal,com.bulletjournal.repository,NoteDaoJpa,14,0,22,18,214,37,0,1,0.2727272727272727,1,19
bulletJournal,com.bulletjournal.repository,TaskContentRepository,0,0,4,0,6,4,0,0,-1.0,2,1
bulletJournal,com.bulletjournal.repository,NoteRepositoryImpl,1,0,2,2,17,4,0,1,0.0,0,1
bulletJournal,com.bulletjournal.repository,SharedProjectItemRepository,0,0,5,0,7,5,0,1,-1.0,2,2
bulletJournal,com.bulletjournal.repository,NotificationRepository,0,0,5,0,7,5,0,0,-1.0,3,0
bulletJournal,com.bulletjournal.repository,AuditableRepository,0,0,5,0,7,5,0,0,-1.0,1,0
bulletJournal,com.bulletjournal.repository,NotificationDaoJpa,10,0,5,5,107,18,0,0,0.0,3,9
bulletJournal,com.bulletjournal.repository,ProjectItemDaoJpa,15,0,30,19,330,62,3,0,0.13333333333333333,2,22
bulletJournal,com.bulletjournal.repository,PublicProjectItemDaoJpa,2,0,5,5,65,13,0,0,0.0,2,4
bulletJournal,com.bulletjournal.repository,BookingLinkRepository,0,0,2,0,4,2,0,0,-1.0,2,0
bulletJournal,com.bulletjournal.repository,NoteRepositoryCustom,0,0,2,0,4,2,2,0,-1.0,0,0
bulletJournal,com.bulletjournal.repository,NoteContentRepository,0,0,3,0,5,3,0,0,-1.0,1,1
bulletJournal,com.bulletjournal.repository,TaskDaoJpa,17,0,60,50,843,117,0,1,0.08333333333333333,10,29
bulletJournal,com.bulletjournal.repository,NoteRepository,0,0,5,0,7,5,0,1,-1.0,2,1
bulletJournal,com.bulletjournal.repository,ProjectSettingDaoJpa,2,0,2,2,23,3,0,0,0.0,2,4
bulletJournal,com.bulletjournal.repository,TransactionRepositoryImpl,1,0,2,2,17,4,0,1,0.0,0,1
bulletJournal,com.bulletjournal.repository,UserAliasDaoJpa,4,0,4,4,61,11,0,0,0.0,6,5
bulletJournal,com.bulletjournal.repository,ProjectDaoJpa,11,0,18,11,258,46,0,0,0.0,11,21
bulletJournal,com.bulletjournal.repository,NoteAuditableRepository,0,0,2,0,4,2,0,0,-1.0,1,0
bulletJournal,com.bulletjournal.repository,AuditableDaoJpa,3,0,3,3,33,7,0,0,0.0,2,4
bulletJournal,com.bulletjournal.repository,SystemDaoJpa,3,0,2,2,20,3,0,0,0.0,1,5
bulletJournal,com.bulletjournal.repository,GoogleCalendarProjectRepository,0,0,3,0,5,3,0,0,-1.0,1,0
bulletJournal,com.bulletjournal.repository,UserPointActivityDaoJpa,1,0,2,2,11,2,0,0,0.0,1,2
bulletJournal,com.bulletjournal.repository,ProjectTasksRepository,0,0,0,0,2,0,0,0,-1.0,2,0
bulletJournal,com.bulletjournal.repository,TransactionDaoJpa,13,0,29,23,372,62,0,1,0.1724137931034483,5,20
bulletJournal,com.bulletjournal.repository,UserGroupRepository,0,0,2,0,4,2,0,0,-1.0,4,0
bulletJournal,com.bulletjournal.repository,SharedProjectItemRepositoryCustom,0,0,1,0,3,1,2,0,-1.0,0,0
bulletJournal,com.bulletjournal.repository,GoogleCredentialRepository,0,0,3,0,5,3,0,0,-1.0,3,0
bulletJournal,com.bulletjournal.repository,ProjectNotesRepository,0,0,0,0,2,0,0,0,-1.0,2,0
bulletJournal,com.bulletjournal.repository,GroupDaoJpa,6,0,16,16,242,49,0,0,0.0,6,10
bulletJournal,com.bulletjournal.repository,UserProjectsRepository,0,0,0,0,2,0,0,0,-1.0,1,0
bulletJournal,com.bulletjournal.repository,PublicProjectItemRepository,0,0,3,0,5,3,0,0,-1.0,1,2
bulletJournal,com.bulletjournal.repository,SharedProjectItemDaoJpa,6,0,8,7,118,23,0,0,0.0,5,9
bulletJournal,com.bulletjournal.repository,BookingLinkDaoJpa,3,0,13,11,130,20,0,0,0.0,0,13
bulletJournal,com.bulletjournal.repository,TaskRepository,0,0,17,0,19,17,0,1,-1.0,4,1
bulletJournal,com.bulletjournal.repository,TransactionRepository,0,0,13,0,15,13,0,1,-1.0,4,2
bulletJournal,com.bulletjournal.repository,SharedProjectItemRepositoryImpl,1,0,1,1,14,3,0,1,0.0,0,1
bulletJournal,com.bulletjournal.repository,LabelDaoJpa,7,0,11,10,149,19,0,0,0.18181818181818182,8,11
bulletJournal,com.bulletjournal.repository,BankAccountRepository,0,0,1,0,3,1,0,0,-1.0,1,0
bulletJournal,com.bulletjournal.repository,UserPointActivityRepository,0,0,1,0,3,1,0,0,-1.0,1,0
bulletJournal,com.bulletjournal.repository,UserAliasRepository,0,0,0,0,2,0,0,0,-1.0,1,0
bulletJournal,com.bulletjournal.repository,GoogleCalendarProjectDaoJpa,5,0,8,8,69,10,0,0,0.0,3,7
bulletJournal,com.bulletjournal.repository,TaskRepositoryCustom,0,0,2,0,4,2,2,0,-1.0,0,0
bulletJournal,com.bulletjournal.repository,ProjectRepository,0,0,3,0,5,3,0,0,-1.0,5,0
bulletJournal,com.bulletjournal.repository,DeviceTokenDaoJpa,1,0,7,7,35,9,0,0,0.0,4,2
bulletJournal,com.bulletjournal.repository,GroupRepository,0,0,3,0,5,3,0,0,-1.0,4,0
bulletJournal,com.bulletjournal.repository,UserRepository,0,0,3,0,5,3,0,0,-1.0,2,0
bulletJournal,com.bulletjournal.repository,LabelRepository,0,0,2,0,4,2,0,0,-1.0,1,0
bulletJournal,com.bulletjournal.repository,TransactionAuditableRepository,0,0,2,0,4,2,0,0,-1.0,1,1
bulletJournal,com.bulletjournal.repository,NoteAuditableDaoJpa,1,0,2,2,14,3,0,0,0.0,0,2
bulletJournal,com.bulletjournal.repository,UserDaoJpa,9,0,13,13,111,18,0,0,0.0,29,11
bulletJournal,com.bulletjournal.repository,TransactionContentRepository,0,0,2,0,4,2,0,0,-1.0,1,1
