Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT
bulletJournal,com.bulletjournal.templates.controller.model,RemoveUserSampleTasksParams,7,0,16,16,56,16,1,0,0.5,3,0
bulletJournal,com.bulletjournal.templates.controller.model,ChoiceMetadata,2,0,6,6,22,6,0,0,0.3333333333333333,0,1
bulletJournal,com.bulletjournal.templates.controller.model,UpdateSampleTaskContentParams,1,0,2,2,9,2,0,0,0.0,1,0
bulletJournal,com.bulletjournal.templates.controller.model,StockTickerDetails,20,0,43,43,171,43,0,0,0.046511627906976744,6,1
bulletJournal,com.bulletjournal.templates.controller.model,CreateSelectionIntroductionParams,3,0,8,8,30,8,0,0,0.25,0,0
bulletJournal,com.bulletjournal.templates.controller.model,UpdateCategorySubscriptionParams,2,0,6,6,22,6,0,0,0.3333333333333333,1,0
bulletJournal,com.bulletjournal.templates.controller.model,SampleTaskRuleView,2,0,8,8,31,8,0,1,0.5,0,3
bulletJournal,com.bulletjournal.templates.controller.model,CreateCategoryParams,8,0,18,18,65,18,0,0,0.3888888888888889,0,0
bulletJournal,com.bulletjournal.templates.controller.model,Step,5,0,13,13,50,13,0,0,0.15384615384615385,7,0
bulletJournal,com.bulletjournal.templates.controller.model,CreateStepParams,2,0,4,4,16,4,0,0,0.5,1,0
bulletJournal,com.bulletjournal.templates.controller.model,SampleTasks,2,0,8,8,31,10,0,0,0.25,2,1
bulletJournal,com.bulletjournal.templates.controller.model,CreateRuleParams,6,0,12,12,44,12,0,0,0.5,1,0
bulletJournal,com.bulletjournal.templates.controller.model,UpdateChoiceMetadataKeywordsParams,1,0,4,4,14,4,0,0,0.5,0,0
bulletJournal,com.bulletjournal.templates.controller.model,SampleTask,12,0,27,27,104,27,0,0,0.1111111111111111,7,1
bulletJournal,com.bulletjournal.templates.controller.model,Rule,7,0,16,16,62,16,0,0,0.125,0,2
bulletJournal,com.bulletjournal.templates.workflow.engine,RuleEngine,11,0,5,4,141,26,0,0,0.6,1,8
bulletJournal,com.bulletjournal.authz,AuthorizationService,4,2,16,8,187,56,0,0,0.125,25,5
bulletJournal,com.bulletjournal.es.repository,SearchIndexDaoJpa,17,1,10,8,111,13,0,0,0.4,5,4
bulletJournal,com.bulletjournal.es.repository.models,SearchIndex,5,0,10,10,37,10,0,0,0.5,2,0
bulletJournal,com.bulletjournal.es,ESUtil,2,0,4,3,38,5,0,0,0.75,8,3
bulletJournal,com.bulletjournal,BulletjournalApplication,0,0,1,1,5,1,0,0,-1.0,1,1
bulletJournal,com.bulletjournal.messaging,MessagingService,34,11,19,11,333,54,0,0,0.10526315789473684,10,9
bulletJournal,com.bulletjournal.messaging,FreeMarkerClient,13,0,8,5,157,17,0,0,0.0,3,5
bulletJournal,com.bulletjournal.messaging,OpenHtmlConverter,2,0,5,4,44,5,0,0,0.0,4,1
bulletJournal,com.bulletjournal.messaging.mailjet,MailjetEmailClient,13,0,7,4,111,17,0,0,0.2857142857142857,3,1
bulletJournal,com.bulletjournal.messaging.mailjet,MailjetEmailParams,5,0,13,13,53,14,0,0,0.0,3,1
bulletJournal,com.bulletjournal.messaging.firebase,FcmClient,8,0,7,5,89,17,0,0,0.2857142857142857,2,2
bulletJournal,com.bulletjournal.messaging.firebase,FcmMessageParams,4,0,11,11,46,12,0,0,0.0,2,0
