Project Name,Package Name,Type Name,MethodName,LOC,CC,PC
BulletJournal,com.bulletjournal.controller.utils,ZonedDateTimeHelper,getNow,4,1,0
BulletJournal,com.bulletjournal.controller.utils,ZonedDateTimeHelper,getNow,4,1,1
BulletJournal,com.bulletjournal.controller.utils,ZonedDateTimeHelper,getPassedSecondsOfDay,4,1,1
BulletJournal,com.bulletjournal.controller.utils,ZonedDateTimeHelper,getInterval,4,1,2
BulletJournal,com.bulletjournal.controller.utils,EtagGenerator,getHash,8,2,2
BulletJournal,com.bulletjournal.controller.utils,EtagGenerator,inputStreamBuilder,21,4,3
BulletJournal,com.bulletjournal.controller.utils,EtagGenerator,generateEtag,38,4,3
BulletJournal,com.bulletjournal.controller.utils,EtagGenerator,bytesToHex,9,3,1
BulletJournal,com.bulletjournal.controller.utils,ProjectItemsGrouper,groupTransactionsByDate,18,4,2
BulletJournal,com.bulletjournal.controller.utils,ProjectItemsGrouper,groupTasksByDate,18,4,3
BulletJournal,com.bulletjournal.controller.utils,ProjectItemsGrouper,groupNotesByDate,8,2,2
BulletJournal,com.bulletjournal.controller.utils,ProjectItemsGrouper,mergeTransactionsMap,16,2,3
BulletJournal,com.bulletjournal.controller.utils,ProjectItemsGrouper,mergeTasksMap,16,2,3
BulletJournal,com.bulletjournal.controller.utils,ProjectItemsGrouper,mergeNotesMap,16,2,3
BulletJournal,com.bulletjournal.controller.utils,ProjectItemsGrouper,getSortedProjectItems,7,1,1
BulletJournal,com.bulletjournal.controller.models,RequestParams,getRestTemplate,3,1,0
BulletJournal,com.bulletjournal.controller.models,RequestParams,setRestTemplate,3,1,1
BulletJournal,com.bulletjournal.controller.models,RequestParams,getRandomServerPort,3,1,0
BulletJournal,com.bulletjournal.controller.models,RequestParams,setRandomServerPort,3,1,1
BulletJournal,com.bulletjournal.controller.models,RequestParams,RequestParams,4,1,2
BulletJournal,com.bulletjournal.controller.models,TaskViewTest,getView,5,1,0
BulletJournal,com.bulletjournal.controller.models,TaskViewTest,getViewNullDueDate,5,1,0
BulletJournal,com.bulletjournal.controller.models,TaskViewTest,getViewNullDueTime,5,1,0
BulletJournal,com.bulletjournal.controller.models,TaskViewTest,getViewNullDuration,6,1,0
BulletJournal,com.bulletjournal.controller.models,TaskViewTest,setEndTime,5,1,0
BulletJournal,com.bulletjournal.controller.models,TaskViewTest,getDueDate,3,1,0
BulletJournal,com.bulletjournal.controller.models,TaskViewTest,getDueTime,3,1,0
BulletJournal,com.bulletjournal.controller.models,TaskViewTest,getDuration,3,1,0
BulletJournal,com.bulletjournal.controller.models,TaskViewTest,getId,3,1,0
BulletJournal,com.bulletjournal.controller.models,TaskViewTest,getName,3,1,0
BulletJournal,com.bulletjournal.controller.models,TaskViewTest,getProjectId,3,1,0
BulletJournal,com.bulletjournal.controller.models,TaskViewTest,getOwner,3,1,0
BulletJournal,com.bulletjournal.controller.models,TaskViewTest,getDuration,3,1,0
BulletJournal,com.bulletjournal.controller.models,TaskViewTest,getDueDate,3,1,0
BulletJournal,com.bulletjournal.controller.models,TaskViewTest,getDueTime,3,1,0
BulletJournal,com.bulletjournal.controller.models,TaskViewTest,getTimezone,3,1,0
BulletJournal,com.bulletjournal.controller.models,TaskStubNullDueDate,getDueDate,3,1,0
BulletJournal,com.bulletjournal.controller.models,TaskStubNullDueTime,getDueTime,3,1,0
BulletJournal,com.bulletjournal.controller.models,TaskStubNullDuration,getDuration,3,1,0
BulletJournal,com.bulletjournal.controller.models,TaskStub,getId,3,1,0
BulletJournal,com.bulletjournal.controller.models,TaskStub,getName,3,1,0
BulletJournal,com.bulletjournal.controller.models,TaskStub,getProjectId,3,1,0
BulletJournal,com.bulletjournal.controller.models,TaskStub,getOwner,3,1,0
BulletJournal,com.bulletjournal.controller.models,TaskStub,getDuration,3,1,0
BulletJournal,com.bulletjournal.controller.models,TaskStub,getDueDate,3,1,0
BulletJournal,com.bulletjournal.controller.models,TaskStub,getDueTime,3,1,0
BulletJournal,com.bulletjournal.controller.models,TaskStub,getTimezone,3,1,0
BulletJournal,com.bulletjournal.controller.models,TransactionViewTest,getView,4,1,0
BulletJournal,com.bulletjournal.controller.models,TransactionViewTest,getId,3,1,0
BulletJournal,com.bulletjournal.controller.models,TransactionViewTest,getName,3,1,0
BulletJournal,com.bulletjournal.controller.models,TransactionViewTest,getProjectId,3,1,0
BulletJournal,com.bulletjournal.controller.models,TransactionViewTest,getOwner,3,1,0
BulletJournal,com.bulletjournal.controller.models,TransactionViewTest,getDate,3,1,0
BulletJournal,com.bulletjournal.controller.models,TransactionViewTest,getTime,3,1,0
BulletJournal,com.bulletjournal.controller.models,TransactionViewTest,getTimezone,3,1,0
BulletJournal,com.bulletjournal.controller.models,TransactionStub,getId,3,1,0
BulletJournal,com.bulletjournal.controller.models,TransactionStub,getName,3,1,0
BulletJournal,com.bulletjournal.controller.models,TransactionStub,getProjectId,3,1,0
BulletJournal,com.bulletjournal.controller.models,TransactionStub,getOwner,3,1,0
BulletJournal,com.bulletjournal.controller.models,TransactionStub,getDate,3,1,0
BulletJournal,com.bulletjournal.controller.models,TransactionStub,getTime,3,1,0
BulletJournal,com.bulletjournal.controller.models,TransactionStub,getTimezone,3,1,0
BulletJournal,com.bulletjournal.controller.models,ProjectItems,addAvatar,9,1,2
BulletJournal,com.bulletjournal.controller.models,ProjectItems,getTasks,3,1,0
BulletJournal,com.bulletjournal.controller.models,ProjectItems,setTasks,3,1,1
BulletJournal,com.bulletjournal.controller.models,ProjectItems,getTransactions,3,1,0
BulletJournal,com.bulletjournal.controller.models,ProjectItems,setTransactions,3,1,1
BulletJournal,com.bulletjournal.controller.models,ProjectItems,getDate,3,1,0
BulletJournal,com.bulletjournal.controller.models,ProjectItems,setDate,3,1,1
BulletJournal,com.bulletjournal.controller.models,ProjectItems,getNotes,3,1,0
BulletJournal,com.bulletjournal.controller.models,ProjectItems,setNotes,3,1,1
BulletJournal,com.bulletjournal.controller.models,ProjectItems,getDayOfWeek,3,1,0
BulletJournal,com.bulletjournal.controller.models,ProjectItems,setDayOfWeek,3,1,1
BulletJournal,com.bulletjournal.controller.models,ConfirmPaymentIntent,getPoints,3,1,0
BulletJournal,com.bulletjournal.controller.models,ConfirmPaymentIntent,setPoints,3,1,1
BulletJournal,com.bulletjournal.controller.models,LoginStatus,LoginStatus,2,1,0
BulletJournal,com.bulletjournal.controller.models,LoginStatus,LoginStatus,4,1,2
BulletJournal,com.bulletjournal.controller.models,LoginStatus,getLoggedIn,3,1,0
BulletJournal,com.bulletjournal.controller.models,LoginStatus,setLoggedIn,3,1,1
BulletJournal,com.bulletjournal.controller.models,LoginStatus,getExpirationTime,3,1,0
BulletJournal,com.bulletjournal.controller.models,LoginStatus,setExpirationTime,3,1,1
BulletJournal,com.bulletjournal.controller.models,ReminderSetting,ReminderSetting,2,1,0
BulletJournal,com.bulletjournal.controller.models,ReminderSetting,ReminderSetting,5,1,3
BulletJournal,com.bulletjournal.controller.models,ReminderSetting,getDate,3,1,0
BulletJournal,com.bulletjournal.controller.models,ReminderSetting,setDate,3,1,1
BulletJournal,com.bulletjournal.controller.models,ReminderSetting,hasDate,3,1,0
BulletJournal,com.bulletjournal.controller.models,ReminderSetting,getTime,3,1,0
BulletJournal,com.bulletjournal.controller.models,ReminderSetting,setTime,3,1,1
BulletJournal,com.bulletjournal.controller.models,ReminderSetting,hasTime,3,1,0
BulletJournal,com.bulletjournal.controller.models,ReminderSetting,getBefore,3,1,0
BulletJournal,com.bulletjournal.controller.models,ReminderSetting,setBefore,3,1,1
BulletJournal,com.bulletjournal.controller.models,ReminderSetting,hasBefore,3,1,0
BulletJournal,com.bulletjournal.controller.models,ReminderSetting,equals,6,3,1
BulletJournal,com.bulletjournal.controller.models,ReminderSetting,hashCode,3,1,0
BulletJournal,com.bulletjournal.controller.models,ReminderSetting,toString,3,1,0
BulletJournal,com.bulletjournal.controller.models,Activity,getOriginator,3,1,0
BulletJournal,com.bulletjournal.controller.models,Activity,setOriginator,3,1,1
BulletJournal,com.bulletjournal.controller.models,Activity,getActivity,3,1,0
BulletJournal,com.bulletjournal.controller.models,Activity,setActivity,3,1,1
BulletJournal,com.bulletjournal.controller.models,Activity,getAction,3,1,0
BulletJournal,com.bulletjournal.controller.models,Activity,setAction,3,1,1
BulletJournal,com.bulletjournal.controller.models,Activity,getLink,3,1,0
BulletJournal,com.bulletjournal.controller.models,Activity,setLink,3,1,1
BulletJournal,com.bulletjournal.controller.models,Activity,getActivityTime,3,1,0
BulletJournal,com.bulletjournal.controller.models,Activity,setActivityTime,3,1,1
BulletJournal,com.bulletjournal.controller.models,BookingSlot,getEvents,3,1,0
BulletJournal,com.bulletjournal.controller.models,BookingSlot,setEvents,3,1,1
BulletJournal,com.bulletjournal.controller.models,BookingSlot,getBooking,3,1,0
BulletJournal,com.bulletjournal.controller.models,BookingSlot,setBooking,3,1,1
BulletJournal,com.bulletjournal.controller.models,BookingSlot,isOn,3,1,0
BulletJournal,com.bulletjournal.controller.models,BookingSlot,setOn,3,1,1
BulletJournal,com.bulletjournal.controller.models,BookingSlot,getIndex,3,1,0
BulletJournal,com.bulletjournal.controller.models,BookingSlot,setIndex,3,1,1
BulletJournal,com.bulletjournal.controller.models,BookingSlot,getStartTime,3,1,0
BulletJournal,com.bulletjournal.controller.models,BookingSlot,setStartTime,3,1,1
BulletJournal,com.bulletjournal.controller.models,BookingSlot,getEndTime,3,1,0
BulletJournal,com.bulletjournal.controller.models,BookingSlot,setEndTime,3,1,1
BulletJournal,com.bulletjournal.controller.models,BookingSlot,getDate,3,1,0
BulletJournal,com.bulletjournal.controller.models,BookingSlot,setDate,3,1,1
BulletJournal,com.bulletjournal.controller.models,BookingSlot,getDisplayDate,3,1,0
BulletJournal,com.bulletjournal.controller.models,BookingSlot,setDisplayDate,3,1,1
BulletJournal,com.bulletjournal.controller.models,BookingSlot,equals,6,3,1
BulletJournal,com.bulletjournal.controller.models,BookingSlot,hashCode,3,1,0
BulletJournal,com.bulletjournal.controller.models,LockedUsersAndIPs,LockedUsersAndIPs,2,1,0
BulletJournal,com.bulletjournal.controller.models,LockedUsersAndIPs,getUsers,3,1,0
BulletJournal,com.bulletjournal.controller.models,LockedUsersAndIPs,setUsers,3,1,1
BulletJournal,com.bulletjournal.controller.models,LockedUsersAndIPs,getIps,3,1,0
BulletJournal,com.bulletjournal.controller.models,LockedUsersAndIPs,setIps,3,1,1
BulletJournal,com.bulletjournal.controller.models,Label,Label,2,1,0
BulletJournal,com.bulletjournal.controller.models,Label,Label,5,1,3
BulletJournal,com.bulletjournal.controller.models,Label,Label,3,1,1
BulletJournal,com.bulletjournal.controller.models,Label,getId,3,1,0
BulletJournal,com.bulletjournal.controller.models,Label,setId,3,1,1
BulletJournal,com.bulletjournal.controller.models,Label,getValue,3,1,0
BulletJournal,com.bulletjournal.controller.models,Label,setValue,3,1,1
BulletJournal,com.bulletjournal.controller.models,Label,getIcon,3,1,0
BulletJournal,com.bulletjournal.controller.models,Label,setIcon,3,1,1
BulletJournal,com.bulletjournal.controller.models,Label,equals,6,3,1
BulletJournal,com.bulletjournal.controller.models,Label,hashCode,3,1,0
BulletJournal,com.bulletjournal.controller.models,Myself,Myself,2,1,0
BulletJournal,com.bulletjournal.controller.models,Myself,Myself,3,1,6
BulletJournal,com.bulletjournal.controller.models,Myself,Myself,13,2,9
BulletJournal,com.bulletjournal.controller.models,Myself,getTimezone,3,1,0
BulletJournal,com.bulletjournal.controller.models,Myself,setTimezone,3,1,1
BulletJournal,com.bulletjournal.controller.models,Myself,hasTimezone,3,1,0
BulletJournal,com.bulletjournal.controller.models,Myself,getReminderBeforeTask,3,1,0
BulletJournal,com.bulletjournal.controller.models,Myself,setReminderBeforeTask,3,1,1
BulletJournal,com.bulletjournal.controller.models,Myself,hasBefore,3,1,0
BulletJournal,com.bulletjournal.controller.models,Myself,getCurrency,3,1,0
BulletJournal,com.bulletjournal.controller.models,Myself,setCurrency,3,1,1
BulletJournal,com.bulletjournal.controller.models,Myself,getTheme,3,1,0
BulletJournal,com.bulletjournal.controller.models,Myself,setTheme,3,1,1
BulletJournal,com.bulletjournal.controller.models,Myself,getPoints,3,1,0
BulletJournal,com.bulletjournal.controller.models,Myself,setPoints,3,1,1
BulletJournal,com.bulletjournal.controller.models,Myself,isFirstTime,3,1,0
BulletJournal,com.bulletjournal.controller.models,Myself,setFirstTime,3,1,1
BulletJournal,com.bulletjournal.controller.models,Myself,isSendUserInvitation,3,1,0
BulletJournal,com.bulletjournal.controller.models,Myself,setSendUserInvitation,3,1,1
BulletJournal,com.bulletjournal.controller.models,Myself,getBankAccounts,3,1,0
BulletJournal,com.bulletjournal.controller.models,Myself,setBankAccounts,3,1,1
BulletJournal,com.bulletjournal.controller.models,Group,Group,2,1,0
BulletJournal,com.bulletjournal.controller.models,Group,Group,6,1,4
BulletJournal,com.bulletjournal.controller.models,Group,addOwnerAvatar,4,1,2
BulletJournal,com.bulletjournal.controller.models,Group,addOwnerAvatar,21,6,2
BulletJournal,com.bulletjournal.controller.models,Group,getId,3,1,0
BulletJournal,com.bulletjournal.controller.models,Group,setId,3,1,1
BulletJournal,com.bulletjournal.controller.models,Group,getName,3,1,0
BulletJournal,com.bulletjournal.controller.models,Group,setName,3,1,1
BulletJournal,com.bulletjournal.controller.models,Group,getUsers,3,1,0
BulletJournal,com.bulletjournal.controller.models,Group,setUsers,3,1,1
BulletJournal,com.bulletjournal.controller.models,Group,getDefault,3,1,0
BulletJournal,com.bulletjournal.controller.models,Group,setDefault,3,1,1
BulletJournal,com.bulletjournal.controller.models,Group,getOwner,3,1,0
BulletJournal,com.bulletjournal.controller.models,Group,setOwner,3,1,1
BulletJournal,com.bulletjournal.controller.models,Group,getUid,3,1,0
BulletJournal,com.bulletjournal.controller.models,Group,setUid,3,1,1
BulletJournal,com.bulletjournal.controller.models,Group,equals,6,3,1
BulletJournal,com.bulletjournal.controller.models,Group,hashCode,3,1,0
BulletJournal,com.bulletjournal.controller.models,UserTaskStatistic,UserTaskStatistic,2,1,0
BulletJournal,com.bulletjournal.controller.models,UserTaskStatistic,UserTaskStatistic,3,1,1
BulletJournal,com.bulletjournal.controller.models,UserTaskStatistic,UserTaskStatistic,5,1,3
BulletJournal,com.bulletjournal.controller.models,UserTaskStatistic,getUser,3,1,0
BulletJournal,com.bulletjournal.controller.models,UserTaskStatistic,setUser,3,1,1
BulletJournal,com.bulletjournal.controller.models,UserTaskStatistic,getCompleted,3,1,0
BulletJournal,com.bulletjournal.controller.models,UserTaskStatistic,setCompleted,3,1,1
BulletJournal,com.bulletjournal.controller.models,UserTaskStatistic,incrementCompleted,3,1,0
BulletJournal,com.bulletjournal.controller.models,UserTaskStatistic,getUncompleted,3,1,0
BulletJournal,com.bulletjournal.controller.models,UserTaskStatistic,setUncompleted,3,1,1
BulletJournal,com.bulletjournal.controller.models,UserTaskStatistic,incrementUncompleted,3,1,0
BulletJournal,com.bulletjournal.controller.models,Booking,Booking,2,1,0
BulletJournal,com.bulletjournal.controller.models,Booking,Booking,12,1,10
BulletJournal,com.bulletjournal.controller.models,Booking,getId,3,1,0
BulletJournal,com.bulletjournal.controller.models,Booking,setId,3,1,1
BulletJournal,com.bulletjournal.controller.models,Booking,getInvitees,3,1,0
BulletJournal,com.bulletjournal.controller.models,Booking,setInvitees,3,1,1
BulletJournal,com.bulletjournal.controller.models,Booking,getSlotIndex,3,1,0
BulletJournal,com.bulletjournal.controller.models,Booking,setSlotIndex,3,1,1
BulletJournal,com.bulletjournal.controller.models,Booking,getLocation,3,1,0
BulletJournal,com.bulletjournal.controller.models,Booking,setLocation,3,1,1
BulletJournal,com.bulletjournal.controller.models,Booking,getNote,3,1,0
BulletJournal,com.bulletjournal.controller.models,Booking,setNote,3,1,1
BulletJournal,com.bulletjournal.controller.models,Booking,getSlotDate,3,1,0
BulletJournal,com.bulletjournal.controller.models,Booking,setSlotDate,3,1,1
BulletJournal,com.bulletjournal.controller.models,Booking,getRequesterTimezone,3,1,0
BulletJournal,com.bulletjournal.controller.models,Booking,setRequesterTimezone,3,1,1
BulletJournal,com.bulletjournal.controller.models,Booking,getStartTime,3,1,0
BulletJournal,com.bulletjournal.controller.models,Booking,setStartTime,3,1,1
BulletJournal,com.bulletjournal.controller.models,Booking,getEndTime,3,1,0
BulletJournal,com.bulletjournal.controller.models,Booking,setEndTime,3,1,1
BulletJournal,com.bulletjournal.controller.models,Booking,getDisplayDate,3,1,0
BulletJournal,com.bulletjournal.controller.models,Booking,setDisplayDate,3,1,1
BulletJournal,com.bulletjournal.controller.models,Booking,getBookingLink,3,1,0
BulletJournal,com.bulletjournal.controller.models,Booking,setBookingLink,3,1,1
BulletJournal,com.bulletjournal.controller.models,ProjectItemSharables,getUsers,3,1,0
BulletJournal,com.bulletjournal.controller.models,ProjectItemSharables,setUsers,3,1,1
BulletJournal,com.bulletjournal.controller.models,ProjectItemSharables,getLinks,3,1,0
BulletJournal,com.bulletjournal.controller.models,ProjectItemSharables,setLinks,3,1,1
BulletJournal,com.bulletjournal.controller.models,ProjectDetails,ProjectDetails,2,1,0
BulletJournal,com.bulletjournal.controller.models,ProjectDetails,ProjectDetails,3,1,1
BulletJournal,com.bulletjournal.controller.models,ProjectDetails,getProjectSetting,3,1,0
BulletJournal,com.bulletjournal.controller.models,ProjectDetails,setProjectSetting,3,1,1
BulletJournal,com.bulletjournal.controller.models,PublicProjectItem,PublicProjectItem,2,1,0
BulletJournal,com.bulletjournal.controller.models,PublicProjectItem,PublicProjectItem,6,1,4
BulletJournal,com.bulletjournal.controller.models,PublicProjectItem,getContents,3,1,0
BulletJournal,com.bulletjournal.controller.models,PublicProjectItem,setContents,3,1,1
BulletJournal,com.bulletjournal.controller.models,PublicProjectItem,getContentType,3,1,0
BulletJournal,com.bulletjournal.controller.models,PublicProjectItem,setContentType,3,1,1
BulletJournal,com.bulletjournal.controller.models,PublicProjectItem,getProjectItem,3,1,0
BulletJournal,com.bulletjournal.controller.models,PublicProjectItem,setProjectItem,3,1,1
BulletJournal,com.bulletjournal.controller.models,PublicProjectItem,getProjectId,3,1,0
BulletJournal,com.bulletjournal.controller.models,PublicProjectItem,setProjectId,3,1,1
BulletJournal,com.bulletjournal.controller.models,Invitee,getFirstName,3,1,0
BulletJournal,com.bulletjournal.controller.models,Invitee,setFirstName,3,1,1
BulletJournal,com.bulletjournal.controller.models,Invitee,getLastName,3,1,0
BulletJournal,com.bulletjournal.controller.models,Invitee,setLastName,3,1,1
BulletJournal,com.bulletjournal.controller.models,Invitee,getEmail,3,1,0
BulletJournal,com.bulletjournal.controller.models,Invitee,setEmail,3,1,1
BulletJournal,com.bulletjournal.controller.models,Invitee,getPhone,3,1,0
BulletJournal,com.bulletjournal.controller.models,Invitee,setPhone,3,1,1
BulletJournal,com.bulletjournal.controller.models,Notification,Notification,2,1,0
BulletJournal,com.bulletjournal.controller.models,Notification,Notification,8,1,6
BulletJournal,com.bulletjournal.controller.models,Notification,getId,3,1,0
BulletJournal,com.bulletjournal.controller.models,Notification,setId,3,1,1
BulletJournal,com.bulletjournal.controller.models,Notification,getTitle,3,1,0
BulletJournal,com.bulletjournal.controller.models,Notification,setTitle,3,1,1
BulletJournal,com.bulletjournal.controller.models,Notification,getContent,3,1,0
BulletJournal,com.bulletjournal.controller.models,Notification,setContent,3,1,1
BulletJournal,com.bulletjournal.controller.models,Notification,getTimestamp,3,1,0
BulletJournal,com.bulletjournal.controller.models,Notification,setTimestamp,3,1,1
BulletJournal,com.bulletjournal.controller.models,Notification,getOriginator,3,1,0
BulletJournal,com.bulletjournal.controller.models,Notification,setOriginator,3,1,1
BulletJournal,com.bulletjournal.controller.models,Notification,getActions,3,1,0
BulletJournal,com.bulletjournal.controller.models,Notification,setActions,3,1,1
BulletJournal,com.bulletjournal.controller.models,Notification,getType,3,1,0
BulletJournal,com.bulletjournal.controller.models,Notification,setType,3,1,1
BulletJournal,com.bulletjournal.controller.models,Notification,getLink,3,1,0
BulletJournal,com.bulletjournal.controller.models,Notification,setLink,3,1,1
BulletJournal,com.bulletjournal.controller.models,Notification,equals,6,3,1
BulletJournal,com.bulletjournal.controller.models,Notification,hashCode,3,1,0
BulletJournal,com.bulletjournal.controller.models,ProjectItem,ProjectItem,2,1,0
BulletJournal,com.bulletjournal.controller.models,ProjectItem,ProjectItem,12,2,8
BulletJournal,com.bulletjournal.controller.models,ProjectItem,addAvatar,4,1,2
BulletJournal,com.bulletjournal.controller.models,ProjectItem,addAvatar,30,8,2
BulletJournal,com.bulletjournal.controller.models,ProjectItem,getContentType,0,1,0
BulletJournal,com.bulletjournal.controller.models,ProjectItem,getId,3,1,0
BulletJournal,com.bulletjournal.controller.models,ProjectItem,setId,3,1,1
BulletJournal,com.bulletjournal.controller.models,ProjectItem,getName,3,1,0
BulletJournal,com.bulletjournal.controller.models,ProjectItem,setName,3,1,1
BulletJournal,com.bulletjournal.controller.models,ProjectItem,getProjectId,3,1,0
BulletJournal,com.bulletjournal.controller.models,ProjectItem,setProjectId,3,1,1
BulletJournal,com.bulletjournal.controller.models,ProjectItem,getLabels,3,1,0
BulletJournal,com.bulletjournal.controller.models,ProjectItem,setLabels,3,1,1
BulletJournal,com.bulletjournal.controller.models,ProjectItem,getOwner,3,1,0
BulletJournal,com.bulletjournal.controller.models,ProjectItem,setOwner,3,1,1
BulletJournal,com.bulletjournal.controller.models,ProjectItem,getUpdatedAt,3,1,0
BulletJournal,com.bulletjournal.controller.models,ProjectItem,setUpdatedAt,3,1,1
BulletJournal,com.bulletjournal.controller.models,ProjectItem,getCreatedAt,3,1,0
BulletJournal,com.bulletjournal.controller.models,ProjectItem,setCreatedAt,3,1,1
BulletJournal,com.bulletjournal.controller.models,ProjectItem,getLocation,3,1,0
BulletJournal,com.bulletjournal.controller.models,ProjectItem,setLocation,3,1,1
BulletJournal,com.bulletjournal.controller.models,ProjectItem,isShared,3,1,0
BulletJournal,com.bulletjournal.controller.models,ProjectItem,setShared,3,1,1
BulletJournal,com.bulletjournal.controller.models,ProjectItem,isEditable,3,1,0
BulletJournal,com.bulletjournal.controller.models,ProjectItem,setEditable,3,1,1
BulletJournal,com.bulletjournal.controller.models,ProjectItem,isDeletable,3,1,0
BulletJournal,com.bulletjournal.controller.models,ProjectItem,setDeletable,3,1,1
BulletJournal,com.bulletjournal.controller.models,ProjectItem,equals,6,3,1
BulletJournal,com.bulletjournal.controller.models,ProjectItem,hashCode,3,1,0
BulletJournal,com.bulletjournal.controller.models,ProjectItem,clone,18,3,1
BulletJournal,com.bulletjournal.controller.models,ProjectItem,toString,3,1,0
BulletJournal,com.bulletjournal.controller.models,Revision,Revision,2,1,0
BulletJournal,com.bulletjournal.controller.models,Revision,Revision,6,1,4
BulletJournal,com.bulletjournal.controller.models,Revision,addAvatar,4,1,2
BulletJournal,com.bulletjournal.controller.models,Revision,addAvatar,4,1,2
BulletJournal,com.bulletjournal.controller.models,Revision,getId,3,1,0
BulletJournal,com.bulletjournal.controller.models,Revision,setId,3,1,1
BulletJournal,com.bulletjournal.controller.models,Revision,getDiff,3,1,0
BulletJournal,com.bulletjournal.controller.models,Revision,setDiff,3,1,1
BulletJournal,com.bulletjournal.controller.models,Revision,getCreatedAt,3,1,0
BulletJournal,com.bulletjournal.controller.models,Revision,setCreatedAt,3,1,1
BulletJournal,com.bulletjournal.controller.models,Revision,getUser,3,1,0
BulletJournal,com.bulletjournal.controller.models,Revision,setUser,3,1,1
BulletJournal,com.bulletjournal.controller.models,Revision,getContent,3,1,0
BulletJournal,com.bulletjournal.controller.models,Revision,setContent,3,1,1
BulletJournal,com.bulletjournal.controller.models,TaskStatistics,TaskStatistics,2,1,0
BulletJournal,com.bulletjournal.controller.models,TaskStatistics,TaskStatistics,5,1,3
BulletJournal,com.bulletjournal.controller.models,TaskStatistics,getCompleted,3,1,0
BulletJournal,com.bulletjournal.controller.models,TaskStatistics,setCompleted,3,1,1
BulletJournal,com.bulletjournal.controller.models,TaskStatistics,getUncompleted,3,1,0
BulletJournal,com.bulletjournal.controller.models,TaskStatistics,setUncompleted,3,1,1
BulletJournal,com.bulletjournal.controller.models,TaskStatistics,getUserTaskStatistics,3,1,0
BulletJournal,com.bulletjournal.controller.models,TaskStatistics,setUserTaskStatistics,3,1,1
BulletJournal,com.bulletjournal.controller.models,User,User,2,1,0
BulletJournal,com.bulletjournal.controller.models,User,User,3,1,1
BulletJournal,com.bulletjournal.controller.models,User,User,3,1,3
BulletJournal,com.bulletjournal.controller.models,User,User,7,1,4
BulletJournal,com.bulletjournal.controller.models,User,getId,3,1,0
BulletJournal,com.bulletjournal.controller.models,User,setId,3,1,1
BulletJournal,com.bulletjournal.controller.models,User,getName,3,1,0
BulletJournal,com.bulletjournal.controller.models,User,setName,4,1,1
BulletJournal,com.bulletjournal.controller.models,User,getAlias,3,1,0
BulletJournal,com.bulletjournal.controller.models,User,setAlias,3,1,1
BulletJournal,com.bulletjournal.controller.models,User,getThumbnail,3,1,0
BulletJournal,com.bulletjournal.controller.models,User,setThumbnail,3,1,1
BulletJournal,com.bulletjournal.controller.models,User,getAvatar,3,1,0
BulletJournal,com.bulletjournal.controller.models,User,setAvatar,3,1,1
BulletJournal,com.bulletjournal.controller.models,User,getEmail,3,1,0
BulletJournal,com.bulletjournal.controller.models,User,setEmail,3,1,1
BulletJournal,com.bulletjournal.controller.models,User,equals,6,3,1
BulletJournal,com.bulletjournal.controller.models,User,hashCode,3,1,0
BulletJournal,com.bulletjournal.controller.models,User,toString,3,1,0
BulletJournal,com.bulletjournal.controller.models,SearchResult,SearchResult,2,1,0
BulletJournal,com.bulletjournal.controller.models,SearchResult,getTotalHits,3,1,0
BulletJournal,com.bulletjournal.controller.models,SearchResult,setTotalHits,3,1,1
BulletJournal,com.bulletjournal.controller.models,SearchResult,getScrollId,3,1,0
BulletJournal,com.bulletjournal.controller.models,SearchResult,setScrollId,3,1,1
BulletJournal,com.bulletjournal.controller.models,SearchResult,getSearchResultItemList,3,1,0
BulletJournal,com.bulletjournal.controller.models,SearchResult,setSearchResultItemList,3,1,1
BulletJournal,com.bulletjournal.controller.models,SearchResult,getHasSearchHits,3,1,0
BulletJournal,com.bulletjournal.controller.models,SearchResult,setHasSearchHits,3,1,1
BulletJournal,com.bulletjournal.controller.models,UserGroup,UserGroup,2,1,0
BulletJournal,com.bulletjournal.controller.models,UserGroup,UserGroup,4,1,2
BulletJournal,com.bulletjournal.controller.models,UserGroup,UserGroup,5,1,5
BulletJournal,com.bulletjournal.controller.models,UserGroup,isAccepted,3,1,0
BulletJournal,com.bulletjournal.controller.models,UserGroup,setAccepted,3,1,1
BulletJournal,com.bulletjournal.controller.models,UserGroup,equals,7,4,1
BulletJournal,com.bulletjournal.controller.models,UserGroup,hashCode,3,1,0
BulletJournal,com.bulletjournal.controller.models,BankAccount,BankAccount,2,1,0
BulletJournal,com.bulletjournal.controller.models,BankAccount,BankAccount,9,1,7
BulletJournal,com.bulletjournal.controller.models,BankAccount,getId,3,1,0
BulletJournal,com.bulletjournal.controller.models,BankAccount,setId,3,1,1
BulletJournal,com.bulletjournal.controller.models,BankAccount,getName,3,1,0
BulletJournal,com.bulletjournal.controller.models,BankAccount,setName,3,1,1
BulletJournal,com.bulletjournal.controller.models,BankAccount,getOwner,3,1,0
BulletJournal,com.bulletjournal.controller.models,BankAccount,setOwner,3,1,1
BulletJournal,com.bulletjournal.controller.models,BankAccount,getAccountNumber,3,1,0
BulletJournal,com.bulletjournal.controller.models,BankAccount,setAccountNumber,3,1,1
BulletJournal,com.bulletjournal.controller.models,BankAccount,getDescription,3,1,0
BulletJournal,com.bulletjournal.controller.models,BankAccount,setDescription,3,1,1
